Issue Number,Airtel Site ID,Alarm Start Time,DURATION,MTTR,Root Cause,Category,Sub-Cat 1,Sub-Cat 2,Sub-Cat 3,Underlying Cause,AIRTEL CLASS,key,incident date,Cat,S-Cat1,S-Cat2,S-Cat3
31678331,KD0303,2024-10-01 17:30:00,389.98333333292976,6.499722222215496,Power,Generator,Mechanical,Fuel,Low diesel,,Silver,31678331_2024-10-01 17:30:00,2024-10-01,Other Issues,Others,Others,Others
31669952,KD0846,2024-10-01 14:27:00,471.000000005588,7.850000000093132,Power,Generator,Mechanical,Engine,Loss Compression,Generator Failure,Silver,31669952_2024-10-01 14:27:00,2024-10-01,Other Issues,Others,Others,Others
31669530,KD0021,2024-10-01 13:48:00,7.000000001862645,0.1166666666977107,Power,Generator,Battery,Battery theft,Battery theft,Human inteferance,Gold,31669530_2024-10-01 13:48:00,2024-10-01,Other Issues,Others,Others,Others
31669216,KD0074,2024-10-01 13:33:00,59.00000000372529,0.9833333333954216,Power,Generator,Mechanical,Battery,Battery Failure,Faulty Battery,Gold,31669216_2024-10-01 13:33:00,2024-10-01,Other Equipment,Battery,Starter Batteries,Starter Batteries
31665400,KD0021,2024-10-01 12:32:00,72.00000000419095,1.2000000000698492,Power,Generator,Battery,Battery theft,Battery theft,Human inteferance,Gold,31665400_2024-10-01 12:32:00,2024-10-01,Other Issues,Others,Others,Others
31660875,ZM0369,2024-10-01 10:30:00,30.00000000349246,0.5000000000582077,Power,Other Equipment,Electrical,Control Panel,Hard Start,LIB Fault|Faulty LIBs,Silver,31660875_2024-10-01 10:30:00,2024-10-01,Other Equipment,Battery,Faulty LIBs,Others
31662324,KD0846,2024-10-01 09:32:00,69.9999999976717,1.1666666666278616,Power,Generator,Mechanical,Engine,Loss Compression,Generator Failure,Silver,31662324_2024-10-01 09:32:00,2024-10-01,Other Issues,Others,Others,Others
31655277,KN0019,2024-10-01 07:58:00,15.99999999976717,0.2666666666627861,Power,Generator,Mechanical,Radiator,DG coolant low,DG Coolant low,Platinum,31655277_2024-10-01 07:58:00,2024-10-01,Generator,Mechanical,Radiator,DG Coolant Low
31653835,KD0332,2024-10-01 07:06:00,50.000000005820766,0.8333333334303461,Power,Other Equipment,Electrical,Control Panel,Hard Start,Generator Power Alarm,Gold,31653835_2024-10-01 07:06:00,2024-10-01,Other Issues,Others,Others,Others
31651707,KD0097,2024-10-01 05:55:00,58.99999999324791,0.9833333332207984,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Platinum,31651707_2024-10-01 05:55:00,2024-10-01,Generator,Mechanical,Fuel,Low Diesel
31649407,JG0253,2024-10-01 03:46:00,19.999999991850927,0.3333333331975154,Power,Generator,Mechanical,Engine,Faulty Kick starter,Faulty Starter Motor,Silver,31649407_2024-10-01 03:46:00,2024-10-01,Other Issues,Others,Others,Others
31647856,KD0869,2024-10-01 03:24:00,166.99999999953434,2.7833333333255723,Power,Generator,Mechanical,Fuel,Low diesel,Contaminated Fuel,Silver,31647856_2024-10-01 03:24:00,2024-10-01,Generator,Mechanical,Fuel,Contaminated Fuel
31647479,KD0332,2024-10-01 02:50:00,18.99999999906868,0.3166666666511446,Power,Other Equipment,Electrical,Control Panel,Hard Start,Generator Power Alarm,Gold,31647479_2024-10-01 02:50:00,2024-10-01,Other Issues,Others,Others,Others
31646489,KD0046,2024-10-01 01:56:00,378.9999999990687,6.316666666651145,Power,Theft,Cable Theft,Wiring,DC Cable ,Human inteferance,Gold,31646489_2024-10-01 01:56:00,2024-10-01,Other Issues,Others,Others,Others
31644745,KT0033,2024-10-01 00:43:00,15.99999999976717,0.2666666666627861,Power,Other Equipment,Electrical,Control Panel,Hard Start,Hybrid Fault,Silver,31644745_2024-10-01 00:43:00,2024-10-01,Hybrid Issues,Others,Others,Others
31642509,KD0846,2024-10-01 00:00:00,458.0000000051223,7.633333333418705,Power,Generator,Mechanical,Engine,Loss Compression,Generator Failure,Silver,31642509_2024-10-01 00:00:00,2024-10-01,Other Issues,Others,Others,Others
31731092,KD1044,2024-10-02 23:57:00,2.9833333287388086,0.0497222221456468,Power,Other Equipment,Electrical,Breaker,Breaker Failure,DC Cable Fault|Burnt DC Cable,Silver,31731092_2024-10-02 23:57:00,2024-10-02,Other Equipment,Electrical,Wiring,Cable
31728971,KN0023,2024-10-02 23:15:00,24.999999997671694,0.4166666666278615,Power,Generator,Mechanical,Engine,Faulty water pump,Water Pump Fault,Silver,31728971_2024-10-02 23:15:00,2024-10-02,Other Issues,Others,Others,Others
31729191,KD0069,2024-10-02 22:55:00,60.99999999976717,1.0166666666627862,Power,Generator,Mechanical,Battery,Battery Failure,Weak/Faulty LABs,Silver,31729191_2024-10-02 22:55:00,2024-10-02,Other Issues,Others,Others,Others
31729075,KD0017,2024-10-02 22:44:00,63.99999999906868,1.0666666666511446,Power,Other Equipment,Electrical,Rectifier,Faulty Rectifier,Malfunctioning,Silver,31729075_2024-10-02 22:44:00,2024-10-02,Other Issues,Others,Others,Others
31727387,KN0367,2024-10-02 22:00:00,20.000000002328303,0.3333333333721384,Power,Generator,Electrical,Control Panel,Control Fault,Generator Fault,Silver,31727387_2024-10-02 22:00:00,2024-10-02,Other Issues,Others,Others,Others
31728972,KD0054,2024-10-02 20:21:00,218.98333333083428,3.6497222221805714,Power,Generator,Electrical,Control Panel,Control Fault,Generator Fault,Gold,31728972_2024-10-02 20:21:00,2024-10-02,Other Issues,Others,Others,Others
31728649,KD0074,2024-10-02 19:54:00,71.99999999371357,1.1999999998952262,Power,Other Equipment,Electrical,Control Panel,Gave Contactor,Contactor Fault,Gold,31728649_2024-10-02 19:54:00,2024-10-02,Other Issues,Others,Others,Others
31705224,KD0431,2024-10-02 17:40:00,11.999999997206032,0.1999999999534338,Power,Generator,Mechanical,Engine,Faulty valve spring,Generator Fault,Silver,31705224_2024-10-02 17:40:00,2024-10-02,Other Issues,Others,Others,Others
31720285,KN1668-Z,2024-10-02 17:29:00,53.99999999790453,0.8999999999650754,Power,Other Equipment,Electrical,Breaker,Breaker Failure,DC Breaker Fault|Tripped DCDB Breaker,Silver,31720285_2024-10-02 17:29:00,2024-10-02,Generator,Electrical,Breaker,Tripped Circuit Breaker
31718817,NI0419,2024-10-02 17:16:00,403.98333332617767,6.733055555436295,Power,Access Issue,Landlord Restriction,Landlord Restriction,Landlord Challenge,Landlord,Silver,31718817_2024-10-02 17:16:00,2024-10-02,Other Issues,Others,Others,Others
31718051,KD0664,2024-10-02 17:09:00,75.99999999627471,1.2666666666045785,Power,Other Equipment,Electrical,Control Panel,Hard Start,Generator Failure,Silver,31718051_2024-10-02 17:09:00,2024-10-02,Other Issues,Others,Others,Others
31712899,KD0664,2024-10-02 13:53:00,52.999999994644895,0.8833333332440816,Power,Other Equipment,Electrical,Control Panel,Hard Start,Generator Failure,Silver,31712899_2024-10-02 13:53:00,2024-10-02,Other Issues,Others,Others,Others
31710649,KT0020,2024-10-02 12:39:00,110.0000000023283,1.8333333333721384,Power,Other Equipment,Electrical,Rectifier,Faulty Rectifier,Generator Failure,Silver,31710649_2024-10-02 12:39:00,2024-10-02,Other Issues,Others,Others,Others
31706296,NI0419,2024-10-02 12:11:00,246.99999999837016,4.116666666639503,Power,Access Issue,Landlord Restriction,Landlord Restriction,Landlord Challenge,Landlord,Silver,31706296_2024-10-02 12:11:00,2024-10-02,Other Issues,Others,Others,Others
31707604,KD0303,2024-10-02 11:16:00,24.999999997671694,0.4166666666278615,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31707604_2024-10-02 11:16:00,2024-10-02,Generator,Mechanical,Fuel,Low Diesel
31694755,KD1122,2024-10-02 06:28:00,69.00000000488944,1.1500000000814907,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31694755_2024-10-02 06:28:00,2024-10-02,Generator,Mechanical,Fuel,Low Diesel
31693195,KD0307,2024-10-02 04:39:00,21.999999998370185,0.3666666666395031,Power,Other Equipment,Electrical,Breaker,Breaker Failure,DC Breaker Fault|Tripped Customer DC Breaker,Silver,31693195_2024-10-02 04:39:00,2024-10-02,Generator,Electrical,Breaker,Tripped Circuit Breaker
31688217,AB0059,2024-10-02 02:20:00,23.00000000162981,0.3833333333604969,Power,Generator,Electrical,Control Panel,Control Fault,DG Panel Fault,Platinum,31688217_2024-10-02 02:20:00,2024-10-02,Other Issues,Others,Others,Others
31685380,KD0056,2024-10-02 00:00:00,406.0000000032596,6.766666666720994,Power,Generator,Mechanical,Engine,Charging Alternator,Faulty Charging Alternator,Gold,31685380_2024-10-02 00:00:00,2024-10-02,Generator,Electrical,Charging Alternator,Failure
31684604,KN0237,2024-10-02 00:00:00,91.99999999604188,1.5333333332673649,Power,Generator,Mechanical,Engine,Faulty Kick starter,Generator Fault,Silver,31684604_2024-10-02 00:00:00,2024-10-02,Other Issues,Others,Others,Others
31705650,KN0745,2024-10-02 00:00:00,495.0,8.25,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31705650_2024-10-02 00:00:00,2024-10-02,Generator,Mechanical,Fuel,Low Diesel
31678331,KD0303,2024-10-02 00:00:00,661.9999999995343,11.033333333325572,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31678331_2024-10-02 00:00:00,2024-10-02,Generator,Mechanical,Fuel,Low Diesel
31770558,KN0237,2024-10-03 23:59:00,0.9833333326969296,0.0163888888782821,Power,Generator,Mechanical,Engine,Faulty Kick starter,Faulty Starter Motor,Silver,31770558_2024-10-03 23:59:00,2024-10-03,Other Issues,Others,Others,Others
31770681,KD0056,2024-10-03 23:44:00,15.98333332920447,0.2663888888200745,Power,Generator,Mechanical,Engine,Charging Alternator,Faulty Charging Alternator,Gold,31770681_2024-10-03 23:44:00,2024-10-03,Generator,Electrical,Charging Alternator,Failure
31768976,NI0617,2024-10-03 22:50:00,69.983333327109,1.16638888878515,Power,Other Equipment,Electrical,Control Panel,Gave Contactor,,Silver,31768976_2024-10-03 22:50:00,2024-10-03,Other Issues,Others,Others,Others
31769428,KN0084,2024-10-03 22:45:00,25.00000000814908,0.4166666668024845,Power,Generator,Mechanical,Battery,Battery Failure,Faulty Battery,Silver,31769428_2024-10-03 22:45:00,2024-10-03,Other Equipment,Battery,Starter Batteries,Starter Batteries
31768883,KN0939,2024-10-03 22:45:00,25.00000000814908,0.4166666668024845,Power,Generator,Mechanical,Engine,Faulty Lift pump,DG Electric Fuel Pump,Silver,31768883_2024-10-03 22:45:00,2024-10-03,Generator,Mechanical,Fuel,Others
31767219,KN0969,2024-10-03 21:30:00,4.999999995343387,0.0833333332557231,Power,Other Equipment,Electrical,Control Panel,Hard Start,Faulty Battery,Silver,31767219_2024-10-03 21:30:00,2024-10-03,Other Equipment,Battery,Starter Batteries,Starter Batteries
31768261,KD1044,2024-10-03 19:48:00,121.99999999953434,2.0333333333255723,Power,Other Equipment,Electrical,Rectifier,Faulty Rectifier,Malfunctioning,Silver,31768261_2024-10-03 19:48:00,2024-10-03,Other Issues,Others,Others,Others
31764327,KN0200,2024-10-03 19:19:00,233.00000000512227,3.883333333418705,Power,Generator,Mechanical,Injector Pump,Faulty Injector pump,Faulty Priming Pump,Silver,31764327_2024-10-03 19:19:00,2024-10-03,Generator,Mechanical,Engine,Hand Primer
31763852,KD0664,2024-10-03 18:49:00,62.99999999580905,1.0499999999301508,Power,Alarms,Under Frequency,Under Frequency,Under Frequency,Generator Failure,Silver,31763852_2024-10-03 18:49:00,2024-10-03,Other Issues,Others,Others,Others
31763713,KD0037-Z,2024-10-03 18:18:00,80.00000000931323,1.3333333334885538,Power,Other Equipment,Electrical,Control Panel,Grid,Generator Failure,Silver,31763713_2024-10-03 18:18:00,2024-10-03,Other Issues,Others,Others,Others
31763581,KD0058,2024-10-03 18:10:00,68.00000000162981,1.133333333360497,Power,Generator,Mechanical,Fuel,Contaminated Fuel,Contaminated Fuel,Platinum,31763581_2024-10-03 18:10:00,2024-10-03,Generator,Mechanical,Fuel,Contaminated Fuel
31763669,KD1156,2024-10-03 18:10:00,107.99999999580903,1.7999999999301508,Power,Generator,Electrical,Control Panel,Control Fault,Generator Failure,Silver,31763669_2024-10-03 18:10:00,2024-10-03,Other Issues,Others,Others,Others
31763959,KD0110,2024-10-03 18:02:00,357.9833333333954,5.966388888889924,Power,Generator,Mechanical,Engine,Loss Compression,Generator Failure,Silver,31763959_2024-10-03 18:02:00,2024-10-03,Other Issues,Others,Others,Others
31762800,FC2362,2024-10-03 17:38:00,296.0000000009313,4.933333333348855,Power,Generator,Mechanical,Engine,Main Alternator,DG Alternator fault,Silver,31762800_2024-10-03 17:38:00,2024-10-03,Generator,Electrical,Alternator,Alternator Fault
31761207,KN0229,2024-10-03 17:19:00,21.999999998370185,0.3666666666395031,Power,Generator,Mechanical,Injector Pump,Faulty Injector pump,Faulty Priming Pump,Silver,31761207_2024-10-03 17:19:00,2024-10-03,Generator,Mechanical,Engine,Hand Primer
31757756,KD0664,2024-10-03 14:43:00,50.000000005820766,0.8333333334303461,Power,Other Equipment,Electrical,Control Panel,Grid,Generator Failure,Silver,31757756_2024-10-03 14:43:00,2024-10-03,Other Issues,Others,Others,Others
31761983,KD0023,2024-10-03 14:03:00,596.9833333266433,9.949722222110722,Power,Generator,Mechanical,Engine,Loss Compression,Generator Failure,Gold,31761983_2024-10-03 14:03:00,2024-10-03,Other Issues,Others,Others,Others
31756435,KD0252-Z,2024-10-03 13:19:00,46.00000000325963,0.7666666667209938,Power,Other Equipment,Electrical,Control Panel,Hard Start,Generator Failure,Silver,31756435_2024-10-03 13:19:00,2024-10-03,Other Issues,Others,Others,Others
31756221,KD0026,2024-10-03 12:07:00,13.00000000046566,0.2166666666744277,Power,Generator,Mechanical,Engine,Loss Compression,Generator Failure,Silver,31756221_2024-10-03 12:07:00,2024-10-03,Other Issues,Others,Others,Others
31755409,KD0245,2024-10-03 11:27:00,53.99999999790453,0.8999999999650754,Power,Generator,Mechanical,Solenoid,Faulty Solenoid,DG Fuel Filter,Silver,31755409_2024-10-03 11:27:00,2024-10-03,Generator,Mechanical,Fuel,Others
31745827,KD0664,2024-10-03 08:54:00,33.00000000279397,0.5500000000465661,Power,Other Equipment,Electrical,Control Panel,Gave Contactor,Generator Fault,Silver,31745827_2024-10-03 08:54:00,2024-10-03,Other Issues,Others,Others,Others
31742977,KG0491,2024-10-03 07:57:00,53.99999999790453,0.8999999999650754,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31742977_2024-10-03 07:57:00,2024-10-03,Generator,Mechanical,Fuel,Low Diesel
31738289,KD1112,2024-10-03 06:17:00,68.00000000162981,1.133333333360497,Power,Theft,Cable Theft,Wiring,DC Cable ,Generator Failure,Silver,31738289_2024-10-03 06:17:00,2024-10-03,Other Issues,Others,Others,Others
31738124,KD0953,2024-10-03 05:50:00,43.00000000395812,0.7166666667326353,Power,Alarms,Under Frequency,Under Frequency,Under Frequency,Engine Failure,Silver,31738124_2024-10-03 05:50:00,2024-10-03,Other Issues,Others,Others,Others
31737909,KD0703,2024-10-03 05:40:00,63.00000000628643,1.0500000001047738,Power,Generator,Electrical,AVR,Voltage Fluctuation,AVR Fault,Silver,31737909_2024-10-03 05:40:00,2024-10-03,Other Issues,Others,Others,Others
31735575,KN0944,2024-10-03 04:55:00,15.00000000698492,0.2500000001164153,Power,Other Equipment,Electrical,Control Panel,Hard Start,LIB Fault|Faulty LIBs,Silver,31735575_2024-10-03 04:55:00,2024-10-03,Other Equipment,Battery,Faulty LIBs,Others
31734175,KN1630-Z,2024-10-03 04:00:00,15.00000000698492,0.2500000001164153,Power,Generator,Mechanical,Radiator,Radiator hose,Radiator Leakages,Silver,31734175_2024-10-03 04:00:00,2024-10-03,Generator,Mechanical,Radiator,Radiator Leakages
31731132,KT0504,2024-10-03 00:53:00,72.9999999969732,1.21666666661622,Power,Generator,Mechanical,Starter relay,Faulty Starter relay,DG Fault,Silver,31731132_2024-10-03 00:53:00,2024-10-03,Other Issues,Others,Others,Others
31731092,KD1044,2024-10-03 00:00:00,515.0000000023283,8.583333333372138,Power,Other Equipment,Electrical,Breaker,Breaker Failure,DC Cable Fault|Burnt DC Cable,Silver,31731092_2024-10-03 00:00:00,2024-10-03,Other Equipment,Electrical,Wiring,Cable
31729633,KD0395,2024-10-03 00:00:00,39.00000000139698,0.6500000000232831,Power,Other Equipment,Electrical,Control Panel,Hard Start,DG Hard Start,Silver,31729633_2024-10-03 00:00:00,2024-10-03,Generator,Electrical,Battery,Hard Start
31729396,KD0048,2024-10-03 00:00:00,53.000000005122274,0.8833333334187046,Power,Generator,Electrical,AVR,Voltage Fluctuation,AVR Fault,Gold,31729396_2024-10-03 00:00:00,2024-10-03,Other Issues,Others,Others,Others
31728972,KD0054,2024-10-03 00:00:00,42.00000000069849,0.7000000000116415,Power,Generator,Electrical,Control Panel,Control Fault,Generator Fault,Gold,31728972_2024-10-03 00:00:00,2024-10-03,Other Issues,Others,Others,Others
31718817,NI0419,2024-10-03 00:00:00,650.0000000023283,10.833333333372138,Power,Access Issue,Landlord Restriction,Landlord Restriction,Landlord Challenge,Landlord,Silver,31718817_2024-10-03 00:00:00,2024-10-03,Other Issues,Others,Others,Others
31810039,KD1028,2024-10-04 21:03:00,59.99999999650754,0.9999999999417925,Power,Other Equipment,Electrical,Control Panel,Hard Start,Generator Failure,Silver,31810039_2024-10-04 21:03:00,2024-10-04,Other Issues,Others,Others,Others
31807771,KN0939,2024-10-04 20:53:00,148.00000000046566,2.466666666674428,Power,Generator,Mechanical,Engine,Cylinder Head Gasket Fault,Generator Failure,Silver,31807771_2024-10-04 20:53:00,2024-10-04,Other Issues,Others,Others,Others
31807502,KT0009,2024-10-04 20:48:00,7.999999994644895,0.1333333332440816,Power,Generator,Mechanical,Engine,Faulty priming pump,Generator Failure,Gold,31807502_2024-10-04 20:48:00,2024-10-04,Other Issues,Others,Others,Others
31808021,KD0449,2024-10-04 20:27:00,42.00000000069849,0.7000000000116415,Power,Generator,Mechanical,Battery,Battery Failure,Weak/Faulty LABs,Silver,31808021_2024-10-04 20:27:00,2024-10-04,Other Issues,Others,Others,Others
31810261,KD0110,2024-10-04 20:08:00,88.99999999674037,1.4833333332790062,Power,Generator,Mechanical,Fuel,Low diesel,Fuel System Fault,Silver,31810261_2024-10-04 20:08:00,2024-10-04,Generator,Mechanical,Fuel,Others
31807804,KD0041,2024-10-04 19:52:00,62.0000000030268,1.03333333338378,Power,Alarms,Under Frequency,Under Frequency,Under Frequency,Generator Failure,Silver,31807804_2024-10-04 19:52:00,2024-10-04,Other Issues,Others,Others,Others
31803797,KN0939,2024-10-04 18:48:00,94.00000000256114,1.5666666667093525,Power,Generator,Mechanical,Engine,Cylinder Head Gasket Fault,DG Electric Fuel Pump,Silver,31803797_2024-10-04 18:48:00,2024-10-04,Generator,Mechanical,Fuel,Others
31804913,NI0560,2024-10-04 18:11:00,90.99999999278224,1.5166666665463708,Power,Generator,Mechanical,Engine,Charging Alternator,Generator Fault,Silver,31804913_2024-10-04 18:11:00,2024-10-04,Other Issues,Others,Others,Others
31803405,KD1132,2024-10-04 17:53:00,31.99999999953434,0.5333333333255723,Power,Generator,Mechanical,Generator Installation/Swap,DG Installation,Generator Fault,Silver,31803405_2024-10-04 17:53:00,2024-10-04,Other Issues,Others,Others,Others
31802402,KD0023,2024-10-04 17:41:00,75.99999999627471,1.2666666666045785,Power,Generator,Mechanical,Engine,Faulty exhaust pipe,Generator Fault,Gold,31802402_2024-10-04 17:41:00,2024-10-04,Other Issues,Others,Others,Others
31797992,KD0110,2024-10-04 15:05:00,107.0000000030268,1.78333333338378,Power,Generator,Mechanical,Fuel,Low diesel,Fuel System Fault,Silver,31797992_2024-10-04 15:05:00,2024-10-04,Generator,Mechanical,Fuel,Others
31796733,AB0064,2024-10-04 14:44:00,11.000000004423782,0.183333333407063,Power,Generator,Mechanical,Engine,Loss Compression,Generator Failure,Silver,31796733_2024-10-04 14:44:00,2024-10-04,Other Issues,Others,Others,Others
